Id,Job Title,Company Name,Experience,Salary,Date Posted,Location,Skills,URL
227,PYTHON DEVELOPER,DREAMAJAX TECHNOLOGIES,4 - 7 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"python  ,  django  ,  api  ,  sql  ,  nosql",https://www.timesjobs.com/job-detail/python-developer-dreamajax-technologies-bengaluru-bangalore-4-to-7-yrs-jobid-EWIVCDzRLKBzpSvf__PLUS__uAgZw==&source=srp
228,Python Developer,Sourcedesk Global Private Limited,3 - 15 yrs,Not Mentioned,few days ago,Kolkata,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure",https://www.timesjobs.com/job-detail/python-developer-sourcedesk-global-private-limited-kolkata-3-to-15-yrs-jobid-A27Uf03p2IJzpSvf__PLUS__uAgZw==&source=srp
229,Python Developer,alliance recruitment agency,3 - 5 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"css  ,  software design  ,  sql  ,  database  ,  git  ,  software engineering  ,  web development  ,  html  ,  python  ,  javascript  ,  django",https://www.timesjobs.com/job-detail/python-developer-alliance-recruitment-agency-bengaluru-bangalore-3-to-5-yrs-jobid-UxavUkOLU4dzpSvf__PLUS__uAgZw==&source=srp
230,Python Developer,xonier technologies pvt ltd,2 - 5 yrs,Not Mentioned,few days ago,Noida/Greater Noida,"python  ,  django  ,  testing tools  ,  debugging  ,  storage",https://www.timesjobs.com/job-detail/python-developer-xonier-technologies-pvt-ltd-noida-greater-noida-2-to-5-yrs-jobid-VZ3nXzqL2FNzpSvf__PLUS__uAgZw==&source=srp
231,Python Developer,NTT Data Vertex Software Inc.,3 - 6 yrs,Not Mentioned,4 days ago,Hyderabad/Secunderabad,"python programming   ,   nodejs   ,   agile methodologies   ,   communication skills   ,   software development   ,  technology consulting",https://www.timesjobs.com/job-detail/python-developer-ntt-data-vertex-software-inc-hyderabad-secunderabad-3-to-6-yrs-jobid-oImR6lbVV99zpSvf__PLUS__uAgZw==&source=srp
232,Python Developer,CONNECTING 2 WORK,5 - 10 yrs,Not Mentioned,few days ago,Thiruvananthapuram,"python  ,  storage  ,  django  ,  testing tools  ,  debugging",https://www.timesjobs.com/job-detail/python-developer-connecting-2-work-thiruvananthapuram-5-to-10-yrs-jobid-Tebue__SLASH__8iTzVzpSvf__PLUS__uAgZw==&source=srp
233,Python Developer,WBC Software Lab,2 - 5 yrs,Not Mentioned,few days ago,Chennai,"python  ,  git  ,  rest api  ,  linux  ,  mobile  ,  mongodb  ,  docker",https://www.timesjobs.com/job-detail/python-developer-wbc-software-lab-chennai-2-to-5-yrs-jobid-P78tL4SfAddzpSvf__PLUS__uAgZw==&source=srp
234,Python Developer,day1 technologies,2 - 3 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"rest  ,  python  ,  django  ,  git  ,  postgresql  ,  sql  ,  docker",https://www.timesjobs.com/job-detail/python-developer-day1-technologies-bengaluru-bangalore-2-to-3-yrs-jobid-wnkkahyN0x9zpSvf__PLUS__uAgZw==&source=srp
235,Python Developer,art technology and software india pvt ltd,2 - 3 yrs,Not Mentioned,few days ago,Cochin/ Kochi/ Ernakulam,"rest  ,  python  ,  database  ,  django  ,  api",https://www.timesjobs.com/job-detail/python-developer-art-technology-and-software-india-pvt-ltd-cochin-kochi-ernakulam-2-to-3-yrs-jobid-M26lxDEd__PLUS__qtzpSvf__PLUS__uAgZw==&source=srp
236,Python Developer,spark eighteen,0 - 3 yrs,Not Mentioned,few days ago,"Delhi,  Delhi/NCR","security compliance  ,  html5  ,  storage  ,  security  ,  database  ,  debugging  ,  rest  ,  python  ,  mobile  ,  problem solving  ,  javascript  ,  django  ,  infrastructure",https://www.timesjobs.com/job-detail/python-developer-spark-eighteen-delhi-delhi-ncr-0-to-3-yrs-jobid-AMRb__SLASH__nO5Jg5zpSvf__PLUS__uAgZw==&source=srp
237,Python Developer,PNR Software Solutions Private Limited,3 - 6 yrs,Not Mentioned,few days ago,Hyderabad/Secunderabad,"python  ,  github  ,  telecom bss  ,  django  ,  devops  ,  linux  ,  debugging  ,  telecom  ,  api  ,  unix",https://www.timesjobs.com/job-detail/python-developer-pnr-software-solutions-private-limited-hyderabad-secunderabad-3-to-6-yrs-jobid-Pv1kIt021i5zpSvf__PLUS__uAgZw==&source=srp
238,Python Developer,magnarus technologies private limited,1 - 3 yrs,Not Mentioned,few days ago,Hyderabad/Secunderabad,"image processing  ,  python  ,  c  ,  c   programming  ,  operating system  ,  team player  ,  database  ,  mysql  ,  unix",https://www.timesjobs.com/job-detail/python-developer-magnarus-technologies-private-limited-hyderabad-secunderabad-1-to-3-yrs-jobid-l6loUoeRNOhzpSvf__PLUS__uAgZw==&source=srp
239,Python Developer,CANVERA TRADERS PRIVATE LIMITED,5 - 8 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java",https://www.timesjobs.com/job-detail/python-developer-canvera-traders-private-limited-bengaluru-bangalore-5-to-8-yrs-jobid-eyvQsuRYuMpzpSvf__PLUS__uAgZw==&source=srp
240,Python Developer,innefu labs pvt. ltd.,4 - 5 yrs,Not Mentioned,few days ago,"Delhi,  Delhi/NCR","python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling",https://www.timesjobs.com/job-detail/python-developer-innefu-labs-pvt-ltd-delhi-delhi-ncr-4-to-5-yrs-jobid-FxKbGzMsPBFzpSvf__PLUS__uAgZw==&source=srp
241,Frontend developer,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)",2 - 4 yrs,Rs 6.00 - 8.00 Lacs p.a.,a month ago,Not specified,"JavaScript  ,  CSS  ,  Bootstrap  ,  HTML  ,  CSS  ,  SCSS  ,  CMS  ,  Angular  ,  Vue.js  ,  HTML  ,  CSS frameworks  ,  Bootstrap  ,  JavaScript  ,  PHP  ,  c#  ,  JavaScript  ,  CSS  ,  Bootstrap  ,  HTML5  ,  CSS3  ,  CSS  ,  SASS  ,  Angular  ,  Vue.js  ,  Azure",https://www.timesjobs.com/job-detail/frontend-developer-white-force-outsourcing-pvt-ltd-bengaluru-bangalore-2-to-4-yrs-jobid-hNzv28OEXttzpSvf__PLUS__uAgZw==&source=srp
242,Frontend Developer,Greatech Easy Solutions,2 - 3 yrs,Not Mentioned,few days ago,Lucknow,"html5  ,  knockoutjs  ,  ajax  ,  javascript  ,  jquery  ,  web developer  ,  angularjs",https://www.timesjobs.com/job-detail/frontend-developer-greatech-easy-solutions-lucknow-2-to-3-yrs-jobid-XXOusbwnJntzpSvf__PLUS__uAgZw==&source=srp
243,Frontend Developer,globiva,4 - 7 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"css  ,  authoring  ,  html5  ,  ajax  ,  git  ,  web developer  ,  mysql  ,  javascript  ,  angularjs",https://www.timesjobs.com/job-detail/frontend-developer-globiva-bengaluru-bangalore-4-to-7-yrs-jobid-tSLRsEYTCfRzpSvf__PLUS__uAgZw==&source=srp
244,Frontend Developer,start designs,2 - 5 yrs,Not Mentioned,few days ago,Jaipur,"css  ,  html  ,  graphics  ,  bootstrap  ,  jquery  ,  javascript",https://www.timesjobs.com/job-detail/frontend-developer-start-designs-jaipur-2-to-5-yrs-jobid-dE6MPsR7rwVzpSvf__PLUS__uAgZw==&source=srp
245,Frontend Developer,M&M Web Solutions,0 - 3 yrs,Not Mentioned,few days ago,Kolkata,"html5  ,  written communication  ,  mobile  ,  press  ,  jquery",https://www.timesjobs.com/job-detail/frontend-developer-m-m-web-solutions-kolkata-0-to-3-yrs-jobid-JoIje30MdmxzpSvf__PLUS__uAgZw==&source=srp
246,Frontend Developer,snayvik tech labs pvt ltd,0 - 3 yrs,Not Mentioned,few days ago,Indore,"css  ,  java  ,  html",https://www.timesjobs.com/job-detail/frontend-developer-snayvik-tech-labs-pvt-ltd-indore-0-to-3-yrs-jobid-kfgHM2__PLUS__19jpzpSvf__PLUS__uAgZw==&source=srp
247,Frontend Developer,DG7,3 - 6 yrs,Not Mentioned,few days ago,Mumbai,"css  ,  wordpress  ,  bootstrap  ,  jquery  ,  git  ,  debugging  ,  web development  ,  html  ,  javascript",https://www.timesjobs.com/job-detail/frontend-developer-dg7-mumbai-3-to-6-yrs-jobid-zBoB9Wd2wXdzpSvf__PLUS__uAgZw==&source=srp
248,Frontend Developer,encircle exports pvt ltd,0 - 3 yrs,Not Mentioned,few days ago,Ahmedabad,"rest  ,  java  ,  html",https://www.timesjobs.com/job-detail/frontend-developer-encircle-exports-pvt-ltd-ahmedabad-0-to-3-yrs-jobid-u8o4fwLKoURzpSvf__PLUS__uAgZw==&source=srp
249,Frontend Developer,Coingape,2 - 5 yrs,Not Mentioned,few days ago,Gurgaon,"css  ,  html5  ,  wordpress  ,  bootstrap  ,  javascript  ,  jquery  ,  git  ,  php",https://www.timesjobs.com/job-detail/frontend-developer-coingape-gurgaon-2-to-5-yrs-jobid-gkpcKarmMKlzpSvf__PLUS__uAgZw==&source=srp
250,Frontend Developer,ProMobi Technologies,2 - 4 yrs,Not Mentioned,few days ago,Pune,"html and css   ,   css frameworks   ,   networking concepts   ,   javascript fundamentals   ,   ruby language   ,  storage  ,  telecom  ,  technical skills  ,  mobile  ,  problem solving  ,  web technologies",https://www.timesjobs.com/job-detail/frontend-developer-promobi-technologies-pune-2-to-4-yrs-jobid-4LWu7NrmkXpzpSvf__PLUS__uAgZw==&source=srp
251,Frontend Developer,m / s simplex infrastructures ltd,0 - 3 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"css  ,  javascript  ,  markup languages  ,  debugging  ,  web development",https://www.timesjobs.com/job-detail/frontend-developer-m-s-simplex-infrastructures-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-__PLUS__QmfpO2PJrRzpSvf__PLUS__uAgZw==&source=srp
252,FrontEnd Developer,the modern dimension,2 - 5 yrs,Not Mentioned,few days ago,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore","grunt  ,  css  ,  html5  ,  web development  ,  mvc  ,  javascript  ,  jquery",https://www.timesjobs.com/job-detail/frontend-developer-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-2-to-5-yrs-jobid-i5cKBy__PLUS__BOb9zpSvf__PLUS__uAgZw==&source=srp
253,Frontend Developer,ADROIT LEARNING AND MANPOWER PVT LTD,3 - 5 yrs,Not Mentioned,few days ago,Ahmedabad,"rest  ,  api  ,  javascript  ,  nosql",https://www.timesjobs.com/job-detail/frontend-developer-adroit-learning-and-manpower-pvt-ltd-ahmedabad-3-to-5-yrs-jobid-RdTZjBOzg9tzpSvf__PLUS__uAgZw==&source=srp
254,Frontend Developer,Aptence,0 - 3 yrs,Not Mentioned,few days ago,Noida/Greater Noida,"css  ,  ece  ,  web development  ,  html  ,  bootstrap  ,  javascript",https://www.timesjobs.com/job-detail/frontend-developer-aptence-noida-greater-noida-0-to-3-yrs-jobid-5pN9WAvM97VzpSvf__PLUS__uAgZw==&source=srp
255,Frontend Developer,Vacation Labs,6 - 9 yrs,Not Mentioned,few days ago,Panjim/Panaji,"github  ,  bootstrap  ,  javascript  ,  ruby  ,  tandem  ,  web development  ,  angularjs",https://www.timesjobs.com/job-detail/frontend-developer-vacation-labs-panjim-panaji-6-to-9-yrs-jobid-SDSWIyHAoNdzpSvf__PLUS__uAgZw==&source=srp
256,Frontend Developer,Blocklogy Edutech Private limited,1 - 3 yrs,Not Mentioned,few days ago,Navi Mumbai,"css  ,  html5  ,  html  ,  bootstrap  ,  web designing  ,  javascript",https://www.timesjobs.com/job-detail/frontend-developer-blocklogy-edutech-private-limited-navi-mumbai-1-to-3-yrs-jobid-5QogFmlPMyFzpSvf__PLUS__uAgZw==&source=srp
257,Frontend Developer,destiny hr group services,4 - 8 yrs,Not Mentioned,few days ago,Faridabad,"fundamentals  ,  authoring  ,  html5  ,  bootstrap  ,  graphics  ,  jquery  ,  git  ,  debugging  ,  netbeans  ,  moodle  ,  mobile  ,  joomla  ,  javascript  ,  drupal",https://www.timesjobs.com/job-detail/frontend-developer-destiny-hr-group-services-faridabad-4-to-8-yrs-jobid-iQmlqWT9iaNzpSvf__PLUS__uAgZw==&source=srp
258,Frontend Developer,Brightcode Software Services Pvt. Ltd.,1 - 3 yrs,Not Mentioned,few days ago,Ranchi,"css  ,  wordpress  ,  html5  ,  joomla  ,  bootstrap  ,  javascript  ,  jquery  ,  php  ,  html  ,  mysql",https://www.timesjobs.com/job-detail/frontend-developer-brightcode-software-services-pvt-ltd-ranchi-1-to-3-yrs-jobid-vNF8xJcKk2pzpSvf__PLUS__uAgZw==&source=srp
259,Frontend Developer,GreenHonchos Solutions Pvt. Ltd.,2 - 3 yrs,Not Mentioned,few days ago,Noida/Greater Noida,"supervision  ,  maintenance  ,   application for performance",https://www.timesjobs.com/job-detail/frontend-developer-greenhonchos-solutions-pvt-ltd-noida-greater-noida-2-to-3-yrs-jobid-M7RhpNcNoVJzpSvf__PLUS__uAgZw==&source=srp
260,"Frontend developer , Test Engineer","pooja consultant
     (More Jobs)",2 - 7 yrs,Not Mentioned,6 days ago,"Hyderabad/Secunderabad,  Calicut/ Kozhikode,  Amritsar,  Chennai,  Coimbatore","Manual Testing  ,  senior test engineer",https://www.timesjobs.com/job-detail/frontend-developer-test-engineer-pooja-consultant-hyderabad-secunderabad-calicut-kozhikode-amritsar-chennai-coimbatore-2-to-7-yrs-jobid-OcPZdGh00bFzpSvf__PLUS__uAgZw==&source=srp
261,Frontend Developer / Angular Developer,day1 technologies,0 - 3 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"rest  ,  css  ,  mobile  ,  javascript  ,  html  ,  api",https://www.timesjobs.com/job-detail/frontend-developer-angular-developer-day1-technologies-bengaluru-bangalore-0-to-3-yrs-jobid-j75lka3AaPJzpSvf__PLUS__uAgZw==&source=srp
262,React Developer / Frontend Developer,PUBLICIS GROUPE,2 - 3 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"css  ,  html5  ,  sharepoint  ,  jquery  ,  debugging  ,  data structures  ,  api  ,  rest  ,  javascript",https://www.timesjobs.com/job-detail/react-developer-frontend-developer-publicis-groupe-bengaluru-bangalore-2-to-3-yrs-jobid-yrzNr__SLASH__W9rRRzpSvf__PLUS__uAgZw==&source=srp
263,Nielsen - FrontEnd Developer  ( ReactJS ),Nielsen Research Ltd. Co.,4 - 9 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"frontend development   ,   reactjs   ,   javascript   ,   html   ,   css  /  less  /  scss   ,  technical skills",https://www.timesjobs.com/job-detail/nielsen-frontend-developer-reactjs-nielsen-research-ltd-co-bengaluru-bangalore-4-to-9-yrs-jobid-W8YiV2LB72lzpSvf__PLUS__uAgZw==&source=srp
264,Senior Frontend Developer,alliance recruitment agency,5 - 8 yrs,Not Mentioned,few days ago,"Delhi,  Delhi/NCR","css  ,  software design  ,  bootstrap  ,  javascript  ,  jquery  ,  git  ,  html  ,  software developer",https://www.timesjobs.com/job-detail/senior-frontend-developer-alliance-recruitment-agency-delhi-delhi-ncr-5-to-8-yrs-jobid-LU0cW8Uer6lzpSvf__PLUS__uAgZw==&source=srp
265,Frontend Developer - VueJS,agt electronics ltd,2 - 5 yrs,Not Mentioned,few days ago,Coimbatore,"javascript  ,  nosql  ,  database  ,  git  ,  oops  ,  web development",https://www.timesjobs.com/job-detail/frontend-developer-vuejs-agt-electronics-ltd-coimbatore-2-to-5-yrs-jobid-quVZ22Wf6hFzpSvf__PLUS__uAgZw==&source=srp
266,Backend Developer,beechi vidya kendra,5 - 8 yrs,Not Mentioned,few days ago,"Hyderabad/Secunderabad,  Ahmedabad","Backend Development   ,   Node  ,  js   ,   TypeScript   ,   AWS  /  OpenShift   ,   RESTful APIs   ,  devops  ,  software engineering  ,  cloud computing  ,  rest  ,  mobile  ,  apache cordova  ,  javascript  ,  node.js  ,  system architecture",https://www.timesjobs.com/job-detail/backend-developer-beechi-vidya-kendra-hyderabad-secunderabad-ahmedabad-5-to-8-yrs-jobid-hIjgW8mRDr9zpSvf__PLUS__uAgZw==&source=srp
267,Backend Developer,Squareboat,3 - 6 yrs,Not Mentioned,few days ago,Gurgaon,"backend development   ,   team leadership   ,   coaching   ,   code quality   ,   communication skills   ,  docker  ,  git  ,  devops  ,  mysql  ,  technical skills  ,  laravel  ,  python  ,  javascript",https://www.timesjobs.com/job-detail/backend-developer-squareboat-gurgaon-3-to-6-yrs-jobid-3gCpNPjZBW9zpSvf__PLUS__uAgZw==&source=srp
268,Backend developer,alliance recruitment agency,2 - 6 yrs,Not Mentioned,few days ago,Mumbai,"css  ,  python  ,  rdbms  ,  javascript  ,  docker  ,  django  ,  postgresql  ,  senior software developer  ,  html",https://www.timesjobs.com/job-detail/backend-developer-alliance-recruitment-agency-mumbai-2-to-6-yrs-jobid-2PoScaXu0DpzpSvf__PLUS__uAgZw==&source=srp
269,Backend Developer,Pravaig Dynamics,3 - 4 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"API Integration  ,   Testing  ,   Low Code Platforms  ,   JavaScript  ,   Node.js   ,  storage  ,  security  ,  database  ,  git  ,  api  ,  team player  ,  javascript  ,  node.js  ,  infrastructure  ,  web technologies  ,  software developer",https://www.timesjobs.com/job-detail/backend-developer-pravaig-dynamics-bengaluru-bangalore-3-to-4-yrs-jobid-7ZuKyeops35zpSvf__PLUS__uAgZw==&source=srp
270,Backend Developer,intuitor softtech services pvt. ltd.,2 - 3 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"rest  ,  python  ,  css  ,  c  ,  storage  ,  javascript  ,  security  ,  django  ,  html",https://www.timesjobs.com/job-detail/backend-developer-intuitor-softtech-services-pvt-ltd-bengaluru-bangalore-2-to-3-yrs-jobid-ES6QDpagQtRzpSvf__PLUS__uAgZw==&source=srp
271,Backend Developer,alliance recruitment agency,3 - 7 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"python  ,  sql  ,  nosql  ,  docker  ,  database  ,  git  ,  api",https://www.timesjobs.com/job-detail/backend-developer-alliance-recruitment-agency-bengaluru-bangalore-3-to-7-yrs-jobid-Sg__SLASH__0tp4XQL5zpSvf__PLUS__uAgZw==&source=srp
272,Backend Developer,FlytBase,3 - 7 yrs,Not Mentioned,few days ago,Pune,"expressjs  ,   agile  /  scrum  ,   rest apis  ,   web sockets  ,   mongo db   ,  web tools",https://www.timesjobs.com/job-detail/backend-developer-flytbase-pune-3-to-7-yrs-jobid-fJdM3WUwSu5zpSvf__PLUS__uAgZw==&source=srp
273,Backend Developer,Webguruz,2 - 5 yrs,Not Mentioned,few days ago,Mohali,"javascript   ,   css   ,   html   ,   react  ,  js   ,   node js   ,  html5  ,  graphics  ,  ajax  ,  sql  ,  react.js  ,  github  ,  written communication  ,  php",https://www.timesjobs.com/job-detail/backend-developer-webguruz-mohali-2-to-5-yrs-jobid-UU1uAw7ND55zpSvf__PLUS__uAgZw==&source=srp
274,Backend Developer,Photojaanic,15 - 18 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"digital imaging  ,  python  ,  docker  ,  node.js  ,  api  ,  gateway",https://www.timesjobs.com/job-detail/backend-developer-photojaanic-bengaluru-bangalore-15-to-18-yrs-jobid-zO3baY5SOeRzpSvf__PLUS__uAgZw==&source=srp
275,Backend Developer,the modern dimension,4 - 7 yrs,Not Mentioned,few days ago,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore","rest  ,  oracle  ,  spring boot  ,  java  ,  spring mvc  ,  cassandra  ,  couchbase  ,  mysql  ,  mongodb  ,  hbase",https://www.timesjobs.com/job-detail/backend-developer-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-4-to-7-yrs-jobid-UDAEZaXALV1zpSvf__PLUS__uAgZw==&source=srp
276,Backend Developer,Blocklogy Edutech Private limited,1 - 3 yrs,Not Mentioned,few days ago,Navi Mumbai,"rest  ,  security compliance  ,  html5  ,  bootstrap  ,  ajax  ,  javascript  ,  jquery  ,  xml  ,  json  ,  data structures",https://www.timesjobs.com/job-detail/backend-developer-blocklogy-edutech-private-limited-navi-mumbai-1-to-3-yrs-jobid-t7vNzq4fjrxzpSvf__PLUS__uAgZw==&source=srp
277,Backend Developer,ORMAE LLP,2 - 6 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,"python  ,  sql  ,  nosql  ,  docker  ,  database  ,  git  ,  api",https://www.timesjobs.com/job-detail/backend-developer-ormae-llp-bengaluru-bangalore-2-to-6-yrs-jobid-MdVvugRHJvdzpSvf__PLUS__uAgZw==&source=srp
278,Backend Developer,CONNECTING 2 WORK,0 - 3 yrs,Not Mentioned,few days ago,Cochin/ Kochi/ Ernakulam,"python  ,  css  ,  javascript  ,  ruby  ,  java  ,  debugging  ,  php  ,  web development  ,  html",https://www.timesjobs.com/job-detail/backend-developer-connecting-2-work-cochin-kochi-ernakulam-0-to-3-yrs-jobid-om8FXGTCCAtzpSvf__PLUS__uAgZw==&source=srp
279,Backend Developer,Markup Designs,1 - 3 yrs,Not Mentioned,few days ago,Noida/Greater Noida,"python  ,  javascript  ,  ruby  ,  sql  ,  nosql  ,  node.js  ,  java  ,  git  ,  php  ,  .net  ,  mvc",https://www.timesjobs.com/job-detail/backend-developer-markup-designs-noida-greater-noida-1-to-3-yrs-jobid-quhmUlJmX__PLUS__dzpSvf__PLUS__uAgZw==&source=srp
280,Full  Stack Backend Developer.,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)",6 - 12 yrs,Rs 8.00 - 12.00 Lacs p.a.,few days ago,Not specified,"c#  ,  ASP.net Web  ,  React  ,  HTML  ,  CSS  ,  Azure  ,  Azure Pass  ,  Azure App Services  ,  Azure SQL  ,  Azure Storage  ,  ASP.net MVC  ,  Azure DevOps",https://www.timesjobs.com/job-detail/full-stack-backend-developer-white-force-outsourcing-pvt-ltd-gurgaon-6-to-12-yrs-jobid-609udTgj035zpSvf__PLUS__uAgZw==&source=srp
281,Python Backend Developer,"HAPPY SQUARE OUTSOURCING SERVICES PVT.LTD.
     (More Jobs)",3 - 4 yrs,Rs 8.00 - 12.00 Lacs p.a.,few days ago,Not specified,"Python  ,  Python  ,  Django  ,  Flask  ,  Python  ,  Python  ,  Linux  ,  Linux  ,  Python  ,  AWS Lambda  ,  GitHub  ,  CodePipeline  ,  DynamoDB  ,  Postgres  ,  S3",https://www.timesjobs.com/job-detail/python-backend-developer-white-force-outsourcing-pvt-ltd-bengaluru-bangalore-3-to-4-yrs-jobid-KFTjp2Td__PLUS__MdzpSvf__PLUS__uAgZw==&source=srp
282,"Engineer ,  Backend Developer  ( Python )",landis gyr ltd  ( noida ),4 - 5 yrs,Not Mentioned,1 day ago,Noida/Greater Noida,"python development   ,   backend engineering   ,   energy industry knowledge   ,   devops mindset   ,   software testing   ,  docker  ,  postgresql  ,  linux  ,  ddd  ,  team player  ,  entry level",https://www.timesjobs.com/job-detail/engineer-backend-developer-python-landis-gyr-ltd-noida-noida-greater-noida-4-to-5-yrs-jobid-B3aAGU__SLASH__OANhzpSvf__PLUS__uAgZw==&source=srp
283,Java Backend Developer,Bottomline Technologies,4 - 5 yrs,Not Mentioned,few days ago,"Mumbai,  Bengaluru / Bangalore","java backend development   ,   spring   ,   hibernate   ,   elasticsearch   ,   performance analysis   ,  debugging",https://www.timesjobs.com/job-detail/java-backend-developer-bottomline-technologies-mumbai-bengaluru-bangalore-4-to-5-yrs-jobid-HIHwxOBfC1xzpSvf__PLUS__uAgZw==&source=srp
284,Nielsen - Java Backend Developer,Nielsen Research Ltd. Co.,3 - 4 yrs,Not Mentioned,6 days ago,Cochin/ Kochi/ Ernakulam,"java  ,   backend development  ,   data  ,   cutting edge technologies  ,   problem solving   ,  scala  ,  data warehousing  ,  sql  ,  big data  ,  technical skills  ,  cloud services  ,  python  ,  rdbms  ,  nosql",https://www.timesjobs.com/job-detail/nielsen-java-backend-developer-nielsen-research-ltd-co-cochin-kochi-ernakulam-3-to-4-yrs-jobid-KYqUl7IYoupzpSvf__PLUS__uAgZw==&source=srp
285,Python backend Developer,3RI Technologies Pvt Ltd,1 - 2 yrs,Not Mentioned,few days ago,Pune,"python  ,   backend development  ,   server side logic  ,   problem solving  ,   javascript   ,  html5  ,  docker  ,  django  ,  infrastructure  ,  devops  ,  debugging",https://www.timesjobs.com/job-detail/python-backend-developer-3ri-technologies-pvt-ltd-pune-1-to-2-yrs-jobid-Qt7__PLUS__XS9TLMFzpSvf__PLUS__uAgZw==&source=srp
286,WordPress Backend Developer,nopAccelerate,1 - 3 yrs,Not Mentioned,1 day ago,Surat,"wordpress development   ,   php programming   ,   database management   ,   frontend technologies   ,   problem solving   ,  html5  ,  php developer  ,  javascript  ,  jquery  ,  mysql",https://www.timesjobs.com/job-detail/wordpress-backend-developer-nopaccelerate-surat-1-to-3-yrs-jobid-XLNukqXR6jVzpSvf__PLUS__uAgZw==&source=srp
287,WordPress Backend Developer  ( PHP ),Essence Software Solutions Pvt. Ltd.,2 - 5 yrs,Not Mentioned,few days ago,Gurgaon,"wordpress  ,  wordpress cms  ,  bootstrap  ,  oop  ,  wordpress developer  ,  php",https://www.timesjobs.com/job-detail/wordpress-backend-developer-php-essence-software-solutions-pvt-ltd-gurgaon-2-to-5-yrs-jobid-SJ__SLASH__I7Qk2patzpSvf__PLUS__uAgZw==&source=srp
288,Java Backend Developer,indifi technologies pvt ltd,4 - 7 yrs,Not Mentioned,few days ago,Gurgaon,"rest  ,  rdbms  ,  software design  ,  spring  ,  spring boot  ,  elastic search  ,  advanced java  ,  java  ,  postgresql  ,  system development  ,  linux  ,  mysql  ,  cloud computing  ,  mongodb",https://www.timesjobs.com/job-detail/java-backend-developer-indifi-technologies-pvt-ltd-gurgaon-4-to-7-yrs-jobid-RcxV2VrxE__PLUS__9zpSvf__PLUS__uAgZw==&source=srp
289,PHP Backend developer,CONNECTING 2 WORK,0 - 3 yrs,Not Mentioned,few days ago,Thiruvananthapuram,"fundamentals  ,  html5  ,  php developer  ,  grunt  ,  git  ,  codeigniter  ,  debugging  ,  zend  ,  mvc  ,  api  ,  rest  ,  laravel  ,  team player  ,  svn  ,  javascript  ,  php  ,  soap",https://www.timesjobs.com/job-detail/php-backend-developer-connecting-2-work-thiruvananthapuram-0-to-3-yrs-jobid-guRB3ELsrxNzpSvf__PLUS__uAgZw==&source=srp
290,Dot Net Backend Developer,Mindteck  ( India )  Ltd,7 - 10 yrs,Not Mentioned,few days ago,Bengaluru / Bangalore,".net core  ,   c#.net  ,   asp.net core  ,   entity framework  ,   grpc    ,  github  ,  visual studio",https://www.timesjobs.com/job-detail/dot-net-backend-developer-mindteck-india-ltd-bengaluru-bangalore-7-to-10-yrs-jobid-jsebXAyH__SLASH__9xzpSvf__PLUS__uAgZw==&source=srp
291,Product Analyst,Coverfox.com,2 - 4 yrs,Not Mentioned,few days ago,Mumbai,"data analytics  ,  gap analysis  ,  mobile  ,  sql  ,  advanced excel  ,  product analyst",https://www.timesjobs.com/job-detail/product-analyst-coverfox-com-mumbai-2-to-4-yrs-jobid-qXH9GMiLveFzpSvf__PLUS__uAgZw==&source=srp
292,Product Analyst,ons interactive solutions pvt ltd,1 - 2 yrs,Not Mentioned,few days ago,Noida/Greater Noida,"product management  ,   wireframing  ,   user research  ,   agile  ,   communication   ,  bi  ,  database  ,  usability  ,  mobile applications",https://www.timesjobs.com/job-detail/product-analyst-ons-interactive-solutions-pvt-ltd-noida-greater-noida-1-to-2-yrs-jobid-frBFMg9UcB5zpSvf__PLUS__uAgZw==&source=srp
